id;givens;agility;used;seconds;variables;n_phases;conflicts;level;MB;limit;learned;original
17-357;17;11.5;96.7;0.0;249;4;190;12.9;0.4;1100;175;64
17-358;17;5.9;88.9;0.0;302;2;94;11.6;0.3;1000;82;64
17-359;17;12.8;96.4;0.0;225;4;314;13.2;0.4;1210;283;64
17-360;17;12.6;97.0;0.0;265;4;232;11.3;0.4;1100;216;64
17-361;17;10.0;92.0;0.0;282;4;147;8.4;0.3;1100;127;64
17-362;17;5.1;91.1;0.0;297;2;78;13.7;0.3;1000;67;64
17-363;17;11.6;97.9;0.0;302;5;250;10.0;0.4;1210;244;64
17-364;17;4.8;87.8;0.0;299;2;70;9.3;0.3;1000;68;64
17-365;17;11.8;98.2;0.0;251;4;247;10.7;0.4;1100;218;60
17-366;17;6.9;93.7;0.0;305;2;97;18.0;0.3;1000;94;64
17-367;17;8.8;90.8;0.0;291;4;147;10.0;0.3;1100;133;64
17-368;17;15.2;94.7;0.0;307;8;661;10.0;0.4;1464;658;64
17-369;17;10.6;97.0;0.0;282;4;225;10.8;0.4;1100;205;63
17-370;17;15.2;100.0;0.0;287;9;717;11.5;0.4;1464;686;64
17-371;17;13.1;97.5;0.0;214;5;298;7.8;0.4;1210;264;54
17-372;17;2.7;100.0;0.0;0;2;43;8.6;0.3;1000;24;62
17-373;17;16.3;100.0;0.1;257;16;2857;16.9;0.5;2591;893;63
17-374;17;1.6;83.8;0.0;260;2;32;7.7;0.3;1000;14;61
17-375;17;5.5;86.1;0.0;247;2;91;9.9;0.3;1000;74;59
17-376;17;6.3;93.0;0.0;235;2;112;7.3;0.3;1000;66;58
17-377;17;11.3;94.8;0.0;309;6;237;9.6;0.4;1210;236;64
17-378;17;1.9;82.2;0.0;268;2;39;8.0;0.3;1000;14;63
17-379;17;8.4;81.5;0.0;308;3;147;11.1;0.3;1100;145;64
17-380;17;1.0;76.4;0.0;275;2;33;5.7;0.3;1000;10;62
17-381;17;6.4;91.1;0.0;310;2;81;12.7;0.3;1000;80;64
17-382;17;7.9;94.4;0.0;287;3;152;10.3;0.3;1100;135;64
17-383;17;13.0;95.9;0.0;306;5;260;15.4;0.4;1210;260;64
17-384;17;9.4;87.8;0.0;271;3;178;8.8;0.3;1100;149;64
17-385;17;1.8;67.2;0.0;292;2;26;5.2;0.3;1000;21;64
17-386;17;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
17-387;17;13.8;97.7;0.0;305;13;1601;15.6;0.6;1948;1590;64
17-388;17;15.2;95.2;0.0;300;8;577;13.5;0.4;1464;570;64
17-389;17;6.5;97.8;0.0;237;2;109;8.9;0.3;1000;69;60
17-390;17;4.6;84.2;0.0;246;2;68;6.1;0.3;1000;52;59
17-391;17;14.0;98.4;0.0;310;6;369;13.0;0.4;1331;365;64
17-392;17;4.3;87.5;0.0;242;2;84;8.0;0.3;1000;45;64
17-393;17;10.5;95.2;0.0;283;5;240;9.9;0.4;1210;225;64
17-394;17;10.7;90.8;0.0;263;5;242;11.5;0.4;1210;222;63
17-395;17;2.0;89.6;0.0;275;2;41;4.2;0.3;1000;12;64
17-396;17;1.3;75.3;0.0;272;2;35;6.1;0.3;1000;10;62
17-397;17;5.1;88.5;0.0;268;2;91;11.0;0.3;1000;78;61
17-398;17;10.0;98.1;0.0;315;4;182;12.6;0.3;1100;178;64
17-399;17;3.0;92.6;0.0;156;2;82;4.4;0.3;1000;38;54
17-400;17;14.2;96.6;0.0;294;8;507;11.9;0.4;1331;496;64
17-401;17;3.8;86.3;0.0;309;2;51;8.9;0.3;1000;51;64
17-402;17;13.2;96.2;0.0;299;7;471;17.8;0.4;1331;463;64
17-403;17;9.2;91.5;0.0;304;4;201;12.9;0.3;1100;200;64
17-404;17;3.6;91.1;0.0;193;2;58;8.6;0.3;1000;28;60
17-405;17;4.9;88.3;0.0;315;2;50;8.8;0.3;1000;50;64
17-406;17;10.2;90.8;0.0;303;5;252;11.6;0.4;1210;252;64
17-407;17;5.2;85.9;0.0;286;2;83;9.5;0.3;1000;71;64
17-408;17;0.3;70.8;0.0;248;2;33;3.6;0.3;1000;2;61
17-409;17;10.0;97.7;0.0;279;4;183;9.7;0.3;1100;166;61
17-410;17;15.1;99.3;0.0;278;7;394;13.9;0.4;1331;374;64
17-411;17;11.8;98.4;0.0;286;5;343;11.6;0.4;1210;335;64
17-412;17;3.1;85.2;0.0;283;2;58;7.0;0.3;1000;30;64
17-413;17;5.0;91.5;0.0;255;2;83;10.1;0.3;1000;61;63
17-414;17;14.2;96.3;0.0;288;6;398;13.8;0.4;1331;374;64
17-415;17;7.3;77.2;0.0;305;4;162;11.0;0.3;1100;161;64
17-416;17;3.1;83.4;0.0;286;2;51;8.4;0.3;1000;36;64
17-417;17;12.5;91.9;0.0;298;5;335;9.0;0.4;1210;325;64
17-418;17;8.8;90.0;0.0;317;4;207;11.9;0.3;1100;207;64
17-419;17;13.6;91.6;0.0;303;9;674;10.3;0.4;1464;667;64
17-420;17;3.7;91.1;0.0;310;2;51;10.8;0.3;1000;47;64
17-421;17;2.2;79.1;0.0;268;2;43;6.8;0.3;1000;18;64
17-422;17;15.6;97.4;0.0;288;5;295;10.1;0.4;1210;271;64
17-423;17;8.2;96.4;0.0;256;3;113;10.7;0.3;1100;98;64
17-424;17;4.8;87.9;0.0;304;2;48;11.4;0.3;1000;45;64
17-425;17;13.2;96.6;0.0;301;8;576;13.5;0.4;1464;570;64
17-426;17;2.4;88.2;0.0;283;2;33;7.3;0.3;1000;21;64
17-427;17;3.7;90.8;0.0;274;2;61;5.5;0.3;1000;45;64
17-428;17;3.5;83.8;0.0;272;2;70;8.1;0.3;1000;35;64
17-429;17;14.9;96.8;0.0;251;7;475;9.2;0.4;1331;457;58
17-430;17;8.4;92.6;0.0;279;3;136;11.0;0.3;1100;115;64
17-431;17;9.4;98.2;0.0;295;3;144;14.2;0.3;1100;127;64
17-432;17;3.3;86.7;0.0;219;2;49;6.2;0.3;1000;20;56
17-433;17;12.7;96.4;0.0;278;5;273;7.9;0.4;1210;251;64
17-434;17;3.4;78.5;0.0;307;2;50;7.3;0.3;1000;47;64
17-435;17;11.3;97.7;0.0;305;5;301;10.8;0.4;1210;301;64
17-436;17;14.9;98.4;0.0;296;6;395;15.1;0.4;1331;388;64
17-437;17;3.3;86.7;0.0;289;2;55;7.8;0.3;1000;38;64
17-438;17;9.6;94.8;0.0;247;3;128;8.2;0.3;1100;101;64
17-439;17;4.3;81.2;0.0;270;2;86;7.4;0.3;1000;52;61
17-440;17;6.4;85.9;0.0;288;2;116;7.3;0.3;1000;95;64
17-441;17;11.5;91.8;0.0;297;5;284;9.3;0.4;1210;278;64
17-442;17;1.6;82.7;0.0;231;2;48;3.5;0.3;1000;13;58
17-443;17;13.6;90.4;0.0;287;7;486;11.9;0.4;1331;468;63
17-444;17;5.2;89.3;0.0;296;2;57;10.3;0.3;1000;56;63
17-445;17;15.4;99.3;0.0;283;11;964;14.9;0.5;1610;957;64
17-446;17;12.2;97.5;0.0;300;5;255;8.9;0.4;1210;246;64
17-447;17;14.0;98.1;0.0;300;8;544;12.2;0.4;1464;537;64
17-448;17;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
17-449;17;7.5;91.2;0.0;310;3;133;8.7;0.3;1100;131;64
17-450;17;5.8;92.7;0.0;271;2;92;9.4;0.3;1000;71;64
17-451;17;13.4;96.4;0.0;306;7;418;13.4;0.4;1331;415;64
17-452;17;11.6;94.4;0.0;289;5;279;9.8;0.4;1210;268;64
17-453;17;13.8;98.6;0.0;312;8;576;12.8;0.4;1464;570;64
17-454;17;5.2;86.1;0.0;271;2;75;6.6;0.3;1000;53;62
17-455;17;8.1;93.7;0.0;311;2;94;14.2;0.3;1000;94;64
17-456;17;7.6;90.4;0.0;270;3;128;8.0;0.3;1100;109;61
17-457;17;11.4;90.0;0.0;313;5;330;11.0;0.4;1210;328;64
17-458;17;0.0;100.0;0.0;0;2;26;0.0;0.3;0;0;0
17-459;17;14.2;97.7;0.0;115;6;513;9.3;0.4;1331;478;62
17-460;17;5.0;92.0;0.0;241;2;72;9.3;0.3;1000;60;64
17-461;17;15.0;96.0;0.0;300;7;410;12.9;0.4;1331;395;64
17-462;17;5.6;81.6;0.0;255;2;97;6.2;0.3;1000;71;64
17-463;17;11.9;96.6;0.0;264;3;223;9.6;0.3;1100;194;64
17-464;17;6.5;93.6;0.0;304;2;98;8.6;0.3;1000;91;64
17-465;17;0.0;100.0;0.0;0;2;54;0.0;0.3;0;0;0
17-466;17;15.1;97.5;0.0;306;8;666;14.6;0.4;1464;660;64
17-467;17;3.9;80.7;0.0;293;2;75;5.6;0.3;1000;60;64
17-468;17;3.9;90.8;0.0;278;2;70;8.3;0.3;1000;49;64
17-469;17;13.5;97.8;0.0;253;8;741;14.0;0.4;1464;725;64
17-470;17;2.2;87.1;0.0;306;2;25;5.2;0.3;1000;24;64
17-471;17;11.8;97.1;0.0;281;4;234;11.0;0.4;1100;216;63
17-472;17;11.0;94.8;0.0;310;5;225;16.7;0.4;1210;224;64
17-473;17;5.2;83.5;0.0;255;2;79;10.0;0.3;1000;71;59
17-474;17;4.3;81.9;0.0;310;2;60;8.6;0.3;1000;52;64
17-475;17;7.7;80.0;0.0;304;3;156;11.0;0.3;1100;154;64
17-476;17;11.6;90.0;0.0;278;5;261;11.8;0.4;1210;246;62
17-477;17;11.3;96.8;0.0;285;4;206;9.3;0.3;1100;195;64
17-478;17;7.5;93.8;0.0;296;3;106;10.8;0.3;1100;102;64
17-479;17;10.6;98.5;0.0;312;5;241;14.0;0.4;1210;241;64
17-480;17;5.7;85.6;0.0;303;2;69;15.7;0.3;1000;69;64
17-481;17;2.5;84.9;0.0;263;2;56;7.4;0.3;1000;30;62
17-482;17;10.7;93.7;0.0;311;4;202;11.1;0.4;1100;202;64
17-483;17;3.4;81.3;0.0;312;2;46;14.1;0.3;1000;46;64
17-484;17;4.6;82.9;0.0;267;2;81;5.4;0.3;1000;62;64
17-485;17;3.5;80.1;0.0;297;2;66;7.0;0.3;1000;51;64
17-486;17;12.1;94.1;0.0;311;5;279;9.8;0.4;1210;273;64
17-487;17;3.6;85.3;0.0;263;2;58;9.9;0.3;1000;54;64
17-488;17;1.6;70.0;0.0;300;2;21;7.0;0.3;1000;19;64
17-489;17;12.0;97.7;0.0;307;5;251;16.2;0.4;1210;250;64
17-490;17;1.8;87.0;0.0;198;2;45;4.3;0.3;1000;13;64
17-491;17;12.1;92.5;0.0;300;5;250;12.1;0.4;1210;243;64
17-492;17;3.3;82.3;0.0;255;2;62;6.2;0.3;1000;39;60
17-493;17;6.8;89.6;0.0;305;3;102;11.5;0.3;1100;97;64
17-494;17;15.6;98.5;0.0;274;9;583;17.4;0.4;1464;560;64
17-495;17;10.0;91.9;0.0;313;4;153;15.5;0.3;1100;152;64
17-496;17;4.9;87.5;0.0;256;2;69;7.6;0.3;1000;55;64
17-497;17;3.1;90.8;0.0;266;2;63;6.2;0.3;1000;30;62
17-498;17;13.3;97.5;0.0;274;5;311;12.1;0.4;1210;284;63
17-499;17;11.9;100.0;0.0;0;4;203;11.5;0.4;1100;185;64
17-500;17;8.4;90.3;0.0;265;3;184;6.7;0.3;1100;164;64
17-501;17;1.8;89.6;0.0;186;2;36;3.0;0.3;1000;11;53
17-502;17;11.3;94.7;0.0;283;5;282;9.3;0.4;1210;268;64
17-503;17;12.8;91.4;0.0;248;5;330;8.6;0.4;1210;299;63
17-504;17;0.7;79.3;0.0;258;2;17;4.5;0.3;1000;7;60
17-505;17;12.7;96.0;0.0;314;6;400;9.9;0.4;1331;398;64
17-506;17;12.8;97.7;0.0;243;5;355;12.7;0.4;1210;324;64
17-507;17;5.0;76.4;0.0;277;2;104;7.8;0.3;1000;86;63
17-508;17;1.8;80.7;0.0;314;2;20;7.4;0.3;1000;19;64
17-509;17;9.6;79.0;0.0;283;4;188;7.6;0.3;1100;181;64
17-510;17;11.2;82.9;0.0;305;5;279;9.2;0.3;1210;264;64
17-511;17;13.0;98.8;0.0;258;5;398;10.8;0.4;1331;364;64
17-512;17;4.3;93.0;0.0;220;2;79;5.2;0.3;1000;44;64
17-513;17;11.1;93.3;0.0;294;5;252;11.5;0.4;1210;236;64
17-514;17;6.2;100.0;0.0;0;2;96;9.9;0.3;1000;65;59
17-515;17;2.8;88.2;0.0;275;2;56;5.6;0.3;1000;30;63
17-516;17;11.4;92.9;0.0;276;5;292;10.9;0.4;1210;276;64
17-517;17;10.7;94.9;0.0;262;5;224;9.9;0.3;1210;207;64
17-518;17;5.9;85.6;0.0;284;2;87;7.6;0.3;1000;68;64
17-519;17;2.3;74.5;0.0;298;2;40;7.6;0.3;1000;29;64
17-520;17;4.2;94.7;0.0;115;2;73;8.3;0.3;1000;37;60
17-521;17;8.1;93.8;0.0;307;3;133;9.7;0.3;1100;125;64
17-522;17;0.0;100.0;0.0;0;2;70;0.0;0.3;0;0;0
17-523;17;9.1;93.8;0.0;302;3;159;7.4;0.3;1100;152;64
17-524;17;3.8;90.8;0.0;236;2;73;8.8;0.3;1000;46;60
17-525;17;6.5;89.2;0.0;297;2;92;10.0;0.3;1000;80;64
17-526;17;1.8;86.0;0.0;290;2;28;6.8;0.3;1000;12;64
17-527;17;5.6;94.9;0.0;269;2;86;12.0;0.3;1000;50;64
17-528;17;12.9;89.2;0.0;299;5;340;9.6;0.4;1210;338;64
17-529;17;3.3;84.6;0.0;302;2;56;7.5;0.3;1000;43;64
17-530;17;12.0;95.9;0.0;285;5;332;11.5;0.4;1210;323;64
17-531;17;8.4;89.0;0.0;253;3;151;8.1;0.3;1100;120;62
17-532;17;0.8;76.3;0.0;246;2;17;4.7;0.3;1000;7;59
17-533;17;11.3;97.8;0.0;308;5;294;20.0;0.4;1210;294;64
17-534;17;4.2;85.5;0.0;270;2;67;8.0;0.3;1000;49;61
17-535;17;11.5;91.8;0.0;307;5;288;9.2;0.4;1210;287;64
17-536;17;14.4;97.5;0.0;310;9;788;15.1;0.4;1610;783;64
17-537;17;3.0;78.3;0.0;240;2;60;5.2;0.3;1000;29;64
17-538;17;9.5;100.0;0.0;281;3;149;13.2;0.3;1100;127;64
17-539;17;15.2;97.3;0.0;254;7;623;13.0;0.4;1464;591;64
17-540;17;15.0;98.6;0.0;236;6;402;9.0;0.4;1331;365;60
17-541;17;2.1;77.1;0.0;297;2;31;6.1;0.3;1000;18;64
17-542;17;9.6;87.2;0.0;283;3;205;9.8;0.3;1100;189;63
17-543;17;1.2;88.1;0.0;229;2;37;6.0;0.3;1000;11;54
17-544;17;6.6;89.2;0.0;268;2;117;7.1;0.3;1000;85;63
17-545;17;12.2;96.3;0.0;303;6;341;9.6;0.4;1210;333;64
17-546;17;7.9;92.9;0.0;289;3;126;10.5;0.3;1100;115;64
17-547;17;1.1;81.8;0.0;250;2;39;6.3;0.3;1000;10;60
17-548;17;3.9;84.4;0.0;307;2;41;16.0;0.3;1000;41;64
17-549;17;4.3;80.2;0.0;282;2;65;6.2;0.3;1000;51;63
17-550;17;6.1;81.5;0.0;265;3;102;6.9;0.3;1100;91;64
17-551;17;13.8;93.8;0.0;304;7;423;12.9;0.4;1331;422;64
17-552;17;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
17-553;17;0.0;100.0;0.0;0;2;74;0.0;0.3;0;0;0
17-554;17;10.6;87.5;0.0;290;4;230;9.3;0.4;1100;215;64
17-555;17;12.6;90.9;0.0;307;5;313;14.1;0.4;1210;310;64
17-556;17;9.5;91.2;0.0;237;3;195;8.9;0.3;1100;146;59
17-557;17;3.6;86.6;0.0;224;2;81;6.2;0.3;1000;40;58
17-558;17;5.4;79.1;0.0;296;3;101;7.9;0.3;1100;93;64
17-559;17;15.6;97.3;0.0;267;11;1242;11.4;0.5;1771;1226;60
17-560;17;10.9;94.9;0.0;259;7;404;10.2;0.4;1331;387;64
17-561;17;7.5;94.8;0.0;302;4;122;13.6;0.3;1100;119;64
17-562;17;7.6;94.2;0.0;310;4;144;10.2;0.3;1100;143;64
17-563;17;12.3;92.3;0.0;308;5;302;11.3;0.4;1210;302;64
17-564;17;15.3;97.3;0.0;290;7;511;12.3;0.4;1331;496;64
17-565;17;6.6;96.0;0.0;221;2;101;6.7;0.3;1000;74;55
17-566;17;8.1;94.9;0.0;289;4;112;10.2;0.3;1100;101;64
17-567;17;9.2;90.9;0.0;307;3;164;8.8;0.3;1100;158;64
17-568;17;15.5;97.7;0.0;300;12;1315;17.6;0.5;1771;1291;64
17-569;17;4.8;83.8;0.0;286;2;62;12.0;0.3;1000;49;64
17-570;17;11.4;93.3;0.0;300;5;269;9.5;0.4;1210;254;64
17-571;17;3.1;84.9;0.0;191;2;78;7.9;0.3;1000;47;60
17-572;17;8.1;87.1;0.0;227;3;148;7.9;0.3;1100;118;62
17-573;17;9.8;94.9;0.0;302;3;177;13.1;0.3;1100;172;64
17-574;17;16.4;100.0;0.0;312;12;1483;18.6;0.6;1948;1481;64
17-575;17;15.1;95.2;0.0;312;8;689;16.8;0.4;1464;689;64
17-576;17;2.8;79.6;0.0;304;2;38;10.9;0.3;1000;38;64
17-577;17;7.4;93.1;0.0;238;3;152;6.3;0.3;1100;116;62
17-578;17;9.7;92.3;0.0;313;5;255;9.8;0.4;1210;254;64
17-579;17;2.1;84.9;0.0;266;2;43;5.9;0.3;1000;18;62
17-580;17;5.1;79.1;0.0;287;2;91;6.2;0.3;1000;71;64
17-581;17;7.1;83.7;0.0;286;3;119;8.5;0.3;1100;92;64
17-582;17;11.4;85.7;0.0;305;5;323;9.1;0.4;1210;319;64
17-583;17;6.3;85.5;0.0;307;2;94;7.2;0.3;1000;89;64
17-584;17;12.4;97.5;0.0;305;5;308;17.2;0.4;1210;302;64
17-585;17;12.2;94.9;0.0;285;7;408;11.4;0.4;1331;400;64
17-586;17;14.3;98.5;0.0;292;7;502;13.0;0.4;1331;497;64
17-587;17;6.4;89.2;0.0;291;3;110;11.6;0.3;1100;99;64
17-588;17;14.3;99.2;0.0;313;9;838;17.3;0.5;1610;836;64
17-589;17;13.6;92.2;0.0;297;7;526;14.9;0.4;1331;520;64
17-590;17;13.9;96.7;0.0;300;8;571;10.2;0.4;1464;570;64
17-591;17;0.0;100.0;0.0;0;2;45;0.0;0.3;0;0;0
17-592;17;1.6;75.7;0.0;292;2;31;9.7;0.3;1000;19;64
17-593;17;13.5;88.3;0.0;294;8;574;10.1;0.4;1464;564;64
17-594;17;9.1;87.7;0.0;260;3;130;9.0;0.3;1100;114;60
17-595;17;7.1;90.3;0.0;281;3;129;7.2;0.3;1100;107;64
17-596;17;15.6;100.0;0.0;294;11;1103;14.4;0.5;1771;1088;64
17-597;17;1.2;81.8;0.0;165;2;48;4.4;0.3;1000;8;63
17-598;17;12.9;91.4;0.0;283;4;327;9.8;0.4;1210;319;64
17-599;17;14.8;96.8;0.0;293;8;653;12.1;0.4;1464;642;64
17-600;17;2.6;86.0;0.0;191;2;69;4.4;0.3;1000;20;56
17-601;17;3.1;86.6;0.0;308;2;47;7.4;0.3;1000;44;64
17-602;17;10.2;90.5;0.0;293;5;238;9.9;0.4;1210;226;63
17-603;17;5.0;89.0;0.0;275;2;65;7.1;0.3;1000;41;64
17-604;17;13.8;97.3;0.0;313;13;1140;14.1;0.5;1771;1130;64
17-605;17;12.6;96.0;0.0;295;7;475;11.3;0.4;1331;461;64
17-606;17;6.9;88.2;0.0;259;4;135;8.7;0.3;1100;108;60
17-607;17;10.6;84.8;0.0;281;5;256;9.5;0.3;1210;233;64
17-608;17;0.0;100.0;0.0;0;2;91;0.0;0.3;0;0;0
17-609;17;7.6;95.1;0.0;310;4;122;11.3;0.3;1100;121;64
17-610;17;4.7;94.8;0.0;159;2;66;4.7;0.3;1000;47;64
17-611;17;15.5;98.5;0.0;308;9;950;16.9;0.5;1610;946;64
17-612;17;1.4;80.2;0.0;303;2;32;5.6;0.3;1000;16;64
17-613;17;9.0;88.9;0.0;296;4;209;12.1;0.3;1100;204;64
17-614;17;12.1;96.7;0.0;314;8;661;15.7;0.4;1464;657;64
17-615;17;7.3;93.7;0.0;306;4;130;10.6;0.3;1100;130;64
17-616;17;0.0;100.0;0.0;0;2;64;0.0;0.3;0;0;0
17-617;17;4.3;81.9;0.0;262;2;84;5.0;0.3;1000;68;63
17-618;17;0.7;83.5;0.0;230;2;37;6.7;0.3;1000;5;57
17-619;17;2.2;87.1;0.0;223;2;57;9.0;0.3;1000;25;60
17-620;17;14.2;92.2;0.0;309;7;423;12.5;0.4;1331;416;64
17-621;17;3.9;93.7;0.0;298;2;51;6.4;0.3;1000;38;64
17-622;17;13.8;97.7;0.0;290;9;746;10.0;0.4;1464;735;64
17-623;17;2.9;82.7;0.0;252;2;45;5.9;0.3;1000;27;59
17-624;17;13.6;94.8;0.0;296;6;359;11.6;0.4;1210;347;64
17-625;17;8.3;96.3;0.0;301;4;129;11.3;0.3;1100;127;64
17-626;17;5.8;90.7;0.0;234;2;110;5.3;0.3;1000;89;64
17-627;17;8.9;87.5;0.0;286;3;194;7.6;0.3;1100;181;61
17-628;17;10.0;99.3;0.0;305;4;167;12.4;0.3;1100;166;64
17-629;17;7.1;93.7;0.0;298;3;101;10.8;0.3;1100;98;64
17-630;17;13.4;99.2;0.0;300;10;630;10.1;0.4;1464;616;64
17-631;17;9.5;94.8;0.0;306;4;197;11.6;0.3;1100;190;64
17-632;17;13.1;92.6;0.0;279;8;575;11.6;0.4;1464;566;64
17-633;17;14.3;95.6;0.0;280;7;506;11.0;0.4;1331;487;64
17-634;17;15.6;96.2;0.0;297;14;1677;14.4;0.6;1948;1649;64
17-635;17;7.4;78.5;0.0;303;3;115;10.0;0.3;1100;113;64
17-636;17;1.9;81.1;0.0;284;2;25;7.2;0.3;1000;19;64
17-637;17;12.2;94.5;0.0;278;6;368;12.5;0.4;1210;353;64
17-638;17;14.3;95.7;0.0;302;8;564;9.5;0.4;1464;558;64
17-639;17;5.3;95.6;0.0;270;2;67;7.6;0.3;1000;53;64
17-640;17;1.8;83.4;0.0;257;2;29;7.7;0.3;1000;11;64
17-641;17;4.9;84.8;0.0;221;2;89;6.3;0.3;1000;58;64
17-642;17;9.0;95.1;0.0;302;4;165;11.4;0.3;1100;156;64
17-643;17;2.7;72.8;0.0;305;2;36;7.4;0.3;1000;34;64
17-644;17;4.0;87.9;0.0;276;2;71;7.0;0.3;1000;44;64
17-645;17;5.2;82.0;0.0;309;2;89;9.3;0.3;1000;83;64
17-646;17;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
17-647;17;12.1;92.2;0.0;297;6;425;11.9;0.4;1331;417;64
17-648;17;4.2;93.6;0.0;224;2;77;7.8;0.3;1000;41;55
17-649;17;5.9;91.1;0.0;302;2;79;10.1;0.3;1000;78;64
17-650;17;8.2;90.9;0.0;302;4;132;9.1;0.3;1100;128;64
17-651;17;4.6;94.2;0.0;285;2;64;9.6;0.3;1000;48;63
17-652;17;4.7;87.1;0.0;286;2;76;8.4;0.3;1000;58;64
17-653;17;2.1;91.2;0.0;184;2;52;4.4;0.3;1000;17;52
17-654;17;15.6;94.5;0.0;255;5;339;9.6;0.4;1210;311;64
17-655;17;8.7;95.1;0.0;280;3;123;11.7;0.3;1100;110;64
17-656;17;3.2;83.7;0.0;278;2;66;5.6;0.3;1000;44;64
17-657;17;4.1;79.4;0.0;258;2;83;5.6;0.3;1000;53;64
17-658;17;12.1;93.1;0.0;296;7;423;11.7;0.4;1331;406;64
17-659;17;2.9;85.3;0.0;266;2;61;9.4;0.3;1000;34;62
17-660;17;8.0;93.0;0.0;271;4;137;15.6;0.3;1100;122;64
17-661;17;1.7;83.8;0.0;277;2;34;5.6;0.3;1000;16;64
17-662;17;10.6;88.9;0.0;281;4;266;10.3;0.3;1210;253;64
17-663;17;12.7;86.7;0.0;281;5;367;11.0;0.4;1210;346;64
17-664;17;0.9;88.2;0.0;237;2;35;5.3;0.3;1000;8;58
17-665;17;7.7;98.5;0.0;292;3;110;10.4;0.3;1100;91;64
17-666;17;9.1;96.6;0.0;309;4;192;10.4;0.3;1100;182;64
17-667;17;3.0;81.2;0.0;290;2;44;6.5;0.3;1000;35;64
17-668;17;2.4;83.0;0.0;229;2;52;5.7;0.3;1000;29;57
17-669;17;11.0;93.6;0.0;279;6;321;9.8;0.4;1210;306;64
17-670;17;2.1;85.2;0.0;306;2;27;11.9;0.3;1000;26;64
17-671;17;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
17-672;17;7.3;93.8;0.0;299;4;119;11.2;0.3;1100;110;64
17-673;17;5.3;89.2;0.0;282;2;74;5.7;0.3;1000;53;63
17-674;17;0.0;100.0;0.0;0;2;44;0.0;0.3;0;0;0
17-675;17;12.7;97.1;0.0;312;6;367;9.6;0.4;1331;364;64
17-676;17;14.9;98.2;0.0;308;6;462;16.3;0.4;1331;455;64
17-677;17;5.0;85.3;0.0;299;2;87;8.6;0.3;1000;80;64
17-678;17;4.3;92.2;0.0;293;2;69;8.7;0.3;1000;57;64
17-679;17;12.8;93.4;0.0;244;5;320;8.7;0.4;1210;303;64
17-680;17;9.1;97.1;0.0;265;3;154;10.0;0.3;1100;130;64
17-681;17;1.6;71.6;0.0;306;2;28;6.4;0.3;1000;24;64
17-682;17;9.4;91.6;0.0;307;4;173;12.6;0.3;1100;173;64
17-683;17;5.1;80.7;0.0;264;2;90;7.5;0.3;1000;72;61
17-684;17;3.2;79.6;0.0;257;2;57;6.8;0.3;1000;36;63
17-685;17;9.3;89.7;0.0;304;5;239;10.4;0.3;1210;236;64
17-686;17;0.0;100.0;0.0;0;2;65;0.0;0.3;0;0;0
17-687;17;7.2;85.3;0.0;308;3;132;8.8;0.3;1100;127;64
17-688;17;6.1;95.9;0.0;302;2;93;9.3;0.3;1000;74;64
17-689;17;0.0;69.0;0.0;259;2;36;4.5;0.3;1000;0;62
17-690;17;12.5;98.8;0.0;208;6;444;10.1;0.4;1331;420;64
17-691;17;5.4;91.2;0.0;299;2;56;8.7;0.3;1000;56;64
17-692;17;3.1;74.1;0.0;300;2;61;7.3;0.3;1000;42;64
17-693;17;13.8;97.1;0.0;265;5;262;12.0;0.4;1210;248;61
17-694;17;6.5;88.9;0.0;231;2;127;5.1;0.3;1000;86;59
17-695;17;2.6;79.6;0.0;275;2;52;10.8;0.3;1000;36;62
17-696;17;0.0;100.0;0.0;0;2;39;0.0;0.3;0;0;0
17-697;17;12.1;90.9;0.0;307;5;260;10.9;0.4;1210;260;64
17-698;17;7.9;92.5;0.0;306;3;155;6.8;0.3;1100;152;64
17-699;17;11.4;93.4;0.0;289;5;261;11.7;0.4;1210;233;64
17-700;17;9.6;93.0;0.0;305;3;165;7.8;0.3;1100;161;64
17-701;17;3.1;91.6;0.0;223;2;67;6.3;0.3;1000;36;56
17-702;17;14.7;100.0;0.0;293;7;534;15.1;0.4;1331;525;64
17-703;17;11.8;84.5;0.0;267;5;301;11.0;0.4;1210;269;64
17-704;17;6.2;88.5;0.0;309;2;87;12.4;0.3;1000;87;64
17-705;17;14.5;96.6;0.0;309;5;348;11.7;0.4;1210;344;64
17-706;17;1.1;84.9;0.0;240;2;42;8.0;0.3;1000;11;60
17-707;17;13.0;96.7;0.0;284;6;461;8.7;0.4;1331;441;64
17-708;17;11.6;93.7;0.0;226;5;283;8.8;0.4;1210;243;64
17-709;17;4.1;78.6;0.0;300;2;74;6.2;0.3;1000;68;64
17-710;17;14.3;95.1;0.0;307;7;512;17.5;0.4;1331;511;64
17-711;17;13.8;100.0;0.0;288;10;879;14.0;0.4;1610;863;64
17-712;17;9.1;93.3;0.0;256;4;147;8.7;0.3;1100;124;64
17-713;17;0.0;100.0;0.0;0;2;61;0.0;0.3;0;0;0
